criteria,cost_of_bike,assistance,segment,rating,price,provider,rank,location,product_variant,month
Fahrrad,12000,Yes,None,1.0,38.18,AndSafe,5,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,None,1.0,38.25,Ammerländer,6,bavaria,Excellent,July
Fahrrad,12000,Yes,None,1.0,38.91,Ammerländer,7,bavaria,Excellent Plus,July
Fahrrad,11000,Yes,Price-performance recommendation,1.3,25.77,Schutzgarant,1,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.1,28.11,Schutzgarant,2,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,Performance recommendation,1.0,30.28,Janitos,3,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,11000,Yes,None,1.2,33.33,GVO,4,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.0,38.13,AndSafe,5,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.0,38.25,Ammerländer,6,bavaria,Excellent,July
Fahrrad,11000,Yes,None,1.0,38.91,Ammerländer,7,bavaria,Excellent Plus,July
Fahrrad,10000,Yes,Price-performance recommendation,1.5,18.96,Hepster,1,bavaria,Basic,July
Fahrrad,10000,Yes,None,1.5,21.68,BerlinDirect,2,bavaria,Classic Rundum,July
Fahrrad,10000,Yes,None,1.3,22.08,GVO,3,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.3,22.08,Schutzgarant,4,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.7,24.07,MVK,5,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.1,25.0,NV Versicherungen,6,bavaria,Premium 1.0,July
Fahrrad,10000,Yes,None,1.1,25.25,Bessergrün,7,bavaria,Premium 1.0,July
Fahrrad,10000,Yes,None,1.1,25.31,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.1,26.63,Hepster,9,bavaria,Premium,July
Fahrrad,10000,Yes,Performance recommendation,1.0,27.55,Janitos,10,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,10000,Yes,None,1.0,27.63,Hepster,11,bavaria,Superior,July
Fahrrad,10000,Yes,None,1.0,28.08,AndSafe,12,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.0,28.6,Ammerländer,13,bavaria,Exclusiv,July
Fahrrad,10000,Yes,None,1.2,28.9,BerlinDirect,14,bavaria,Rundum,July
Fahrrad,10000,Yes,None,1.2,29.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,10000,Yes,None,1.2,32.5,GVO,16,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.0,35.75,Ammerländer,17,bavaria,Excellent,July
Fahrrad,10000,Yes,None,1.0,36.41,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,10000,Yes,None,1.7,38.87,Bikmo,19,bavaria,Plus,July
Fahrrad,10000,Yes,None,2.1,71.6,Verias,20,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.3,75.34,Adam Riese,21,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.2,82.69,Adam Riese,22,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,Price-performance recommendation,1.5,16.96,Hepster,1,bavaria,Basic,July
Fahrrad,9000,Yes,None,1.5,19.43,BerlinDirect,2,bavaria,Classic Rundum,July
Fahrrad,9000,Yes,None,1.3,19.83,GVO,3,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.3,20.01,Schutzgarant,4,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.7,21.45,MVK,5,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.1,22.5,NV Versicherungen,6,bavaria,Premium 1.0,July
Fahrrad,9000,Yes,None,1.1,22.75,Bessergrün,7,bavaria,Premium 1.0,July
Fahrrad,9000,Yes,None,1.1,22.91,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.1,24.23,Hepster,9,bavaria,Premium,July
Fahrrad,9000,Yes,Performance recommendation,1.0,24.82,Janitos,10,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,9000,Yes,None,1.0,25.23,Hepster,11,bavaria,Superior,July
Fahrrad,9000,Yes,None,1.0,25.61,AndSafe,12,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.2,25.9,BerlinDirect,13,bavaria,Rundum,July
Fahrrad,9000,Yes,None,1.0,26.0,Ammerländer,14,bavaria,Exclusiv,July
Fahrrad,9000,Yes,None,1.2,26.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,9000,Yes,None,1.2,26.67,GVO,16,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.0,32.5,Ammerländer,17,bavaria,Excellent,July
Fahrrad,9000,Yes,None,1.0,33.16,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,9000,Yes,None,1.7,35.09,Bikmo,19,bavaria,Plus,July
Fahrrad,9000,Yes,None,2.1,64.44,Verias,20,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.3,70.75,Adam Riese,21,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.2,77.65,Adam Riese,22,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,Price-performance recommendation,1.5,15.18,Hepster,1,bavaria,Basic,July
Fahrrad,8000,Yes,None,1.5,17.18,BerlinDirect,2,bavaria,Classic Rundum,July
Fahrrad,8000,Yes,None,1.3,17.8,Schutzgarant,3,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.3,17.92,GVO,4,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.7,19.13,MVK,5,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.1,20.0,NV Versicherungen,6,bavaria,Premium 1.0,July
Fahrrad,8000,Yes,None,1.1,20.25,Bessergrün,7,bavaria,Premium 1.0,July
Fahrrad,8000,Yes,None,1.1,20.35,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,Performance recommendation,1.0,22.09,Janitos,9,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,8000,Yes,None,1.0,22.63,Hepster,10,bavaria,Superior,July
Fahrrad,8000,Yes,None,1.2,22.9,BerlinDirect,11,bavaria,Rundum,July
Fahrrad,8000,Yes,None,1.2,23.33,GVO,12,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.0,23.4,Ammerländer,13,bavaria,Exclusiv,July
Fahrrad,8000,Yes,None,1.2,23.4,BerlinDirect,14,bavaria,Premium,July
Fahrrad,8000,Yes,None,1.0,24.38,AndSafe,15,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.0,29.25,Ammerländer,16,bavaria,Excellent,July
Fahrrad,8000,Yes,None,1.0,29.91,Ammerländer,17,bavaria,Excellent Plus,July
Fahrrad,8000,Yes,None,1.7,31.3,Bikmo,18,bavaria,Plus,July
Fahrrad,8000,Yes,None,2.1,57.28,Verias,19,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.3,66.16,Adam Riese,20,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.2,72.6,Adam Riese,21,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,Price-performance recommendation,1.5,13.3,Hepster,1,bavaria,Basic,July
Fahrrad,7000,Yes,None,1.5,14.93,BerlinDirect,2,bavaria,Classic Rundum,July
Fahrrad,7000,Yes,None,1.3,15.68,Schutzgarant,3,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.3,16.67,GVO,4,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.7,16.94,MVK,5,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.1,17.5,NV Versicherungen,6,bavaria,Premium 1.0,July
Fahrrad,7000,Yes,None,1.1,17.75,Bessergrün,7,bavaria,Premium 1.0,July
Fahrrad,7000,Yes,None,1.1,17.9,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.1,18.63,Hepster,9,bavaria,Premium,July
Fahrrad,7000,Yes,None,1.2,19.17,GVO,10,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,Performance recommendation,1.0,19.53,Janitos,11,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,7000,Yes,None,1.0,19.83,Hepster,12,bavaria,Superior,July
Fahrrad,7000,Yes,None,1.2,19.9,BerlinDirect,13,bavaria,Rundum,July
Fahrrad,7000,Yes,None,1.2,20.4,BerlinDirect,14,bavaria,Premium,July
Fahrrad,7000,Yes,None,1.0,20.8,Ammerländer,15,bavaria,Exclusiv,July
Fahrrad,7000,Yes,None,1.0,23.07,AndSafe,16,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.0,26.0,Ammerländer,17,bavaria,Excellent,July
Fahrrad,7000,Yes,None,1.0,26.66,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,7000,Yes,None,1.7,27.52,Bikmo,19,bavaria,Plus,July
Fahrrad,7000,Yes,None,2.1,50.12,Verias,20,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.3,61.58,Adam Riese,21,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.2,67.57,Adam Riese,22,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,Price-performance recommendation,1.5,12.02,Hepster,1,bavaria,Basic,July
Fahrrad,6000,Yes,None,1.5,13.43,BerlinDirect,2,bavaria,Classic Rundum,July
Fahrrad,6000,Yes,None,1.3,14.2,Schutzgarant,3,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.3,14.29,GVO,4,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.1,15.08,NV Versicherungen,5,bavaria,Premium 1.0,July
Fahrrad,6000,Yes,None,1.7,15.13,MVK,6,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.1,15.33,Bessergrün,7,bavaria,Premium 1.0,July
Fahrrad,6000,Yes,None,1.1,16.19,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.2,16.67,GVO,9,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.1,16.93,Hepster,10,bavaria,Premium,July
Fahrrad,6000,Yes,Performance recommendation,1.0,17.14,Janitos,11,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,6000,Yes,None,1.2,17.9,BerlinDirect,12,bavaria,Rundum,July
Fahrrad,6000,Yes,None,1.0,17.93,Hepster,13,bavaria,Superior,July
Fahrrad,6000,Yes,None,1.0,18.2,Ammerländer,14,bavaria,Exclusiv,July
Fahrrad,6000,Yes,None,1.2,18.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,6000,Yes,None,1.0,21.69,AndSafe,16,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.0,22.75,Ammerländer,17,bavaria,Excellent,July
Fahrrad,6000,Yes,None,1.0,23.41,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,6000,Yes,None,1.7,23.74,Bikmo,19,bavaria,Plus,July
Fahrrad,6000,Yes,None,1.6,36.84,Enra,20,bavaria,Rundumschutz,July
Fahrrad,6000,Yes,None,2.1,42.96,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.3,57.0,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,None,1.2,62.52,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,Cheap,1.5,10.06,Hepster,1,bavaria,Basic,July
Fahrrad,5000,Yes,Price-performance recommendation,1.3,10.79,GVO,2,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.5,11.18,BerlinDirect,3,bavaria,Classic Rundum,July
Fahrrad,5000,Yes,None,1.3,11.54,Schutzgarant,4,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.7,13.4,MVK,5,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.1,13.75,NV Versicherungen,6,bavaria,Premium 1.0,July
Fahrrad,5000,Yes,None,1.2,13.75,GVO,7,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.1,13.79,Schutzgarant,8,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.1,14.0,Bessergrün,9,bavaria,Premium 1.0,July
Fahrrad,5000,Yes,Performance recommendation,1.0,14.82,Janitos,10,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,5000,Yes,None,1.2,14.9,BerlinDirect,11,bavaria,Rundum,July
Fahrrad,5000,Yes,None,1.1,15.03,Hepster,12,bavaria,Premium,July
Fahrrad,5000,Yes,None,1.2,15.4,BerlinDirect,13,bavaria,Premium,July
Fahrrad,5000,Yes,None,1.0,15.43,Hepster,14,bavaria,Superior,July
Fahrrad,5000,Yes,None,1.0,15.6,Ammerländer,15,bavaria,Exclusiv,July
Fahrrad,5000,Yes,None,1.0,19.5,Ammerländer,16,bavaria,Excellent,July
Fahrrad,5000,Yes,None,1.7,19.95,Bikmo,17,bavaria,Plus,July
Fahrrad,5000,Yes,None,1.0,20.16,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,5000,Yes,None,1.0,20.19,AndSafe,19,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.6,28.17,Enra,20,bavaria,Rundumschutz,July
Fahrrad,5000,Yes,None,2.1,35.8,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.3,52.41,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,5000,Yes,None,1.2,57.48,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,Cheap,1.3,9.54,Schutzgarant,1,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.3,10.0,GVO,2,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.5,10.06,Hepster,3,bavaria,Basic,July
Fahrrad,4500,Yes,Price-performance recommendation,1.0,11.0,Janitos,4,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,4500,Yes,None,1.5,11.18,BerlinDirect,5,bavaria,Classic Rundum,July
Fahrrad,4500,Yes,None,1.2,11.25,GVO,6,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.1,11.95,Schutzgarant,7,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.1,12.5,NV Versicherungen,8,bavaria,Premium 1.0,July
Fahrrad,4500,Yes,None,1.7,12.73,MVK,9,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.1,12.75,Bessergrün,10,bavaria,Premium 1.0,July
Fahrrad,4500,Yes,None,1.1,13.53,Hepster,11,bavaria,Premium,July
Fahrrad,4500,Yes,None,1.0,13.93,Hepster,12,bavaria,Superior,July
Fahrrad,4500,Yes,None,1.0,14.3,Ammerländer,13,bavaria,Exclusiv,July
Fahrrad,4500,Yes,None,1.2,14.9,BerlinDirect,14,bavaria,Rundum,July
Fahrrad,4500,Yes,None,1.2,15.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,4500,Yes,None,1.0,17.88,Ammerländer,16,bavaria,Excellent,July
Fahrrad,4500,Yes,None,1.7,18.06,Bikmo,17,bavaria,Plus,July
Fahrrad,4500,Yes,None,1.0,18.53,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,4500,Yes,None,1.0,19.4,AndSafe,19,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.6,24.05,Enra,20,bavaria,Rundumschutz,July
Fahrrad,4500,Yes,None,2.1,32.22,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.3,50.12,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4500,Yes,None,1.2,54.95,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,Price-performance recommendation,1.3,7.09,Schutzgarant,1,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.5,7.82,Hepster,2,bavaria,Basic,July
Fahrrad,4000,Yes,None,1.1,8.46,Schutzgarant,3,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.5,8.93,BerlinDirect,4,bavaria,Classic Rundum,July
Fahrrad,4000,Yes,None,1.3,9.08,GVO,5,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,Performance recommendation,1.0,10.0,Janitos,6,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,4000,Yes,None,1.7,10.07,MVK,7,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.1,10.25,NV Versicherungen,8,bavaria,Premium 1.0,July
Fahrrad,4000,Yes,None,1.1,10.5,Bessergrün,9,bavaria,Premium 1.0,July
Fahrrad,4000,Yes,None,1.2,10.83,GVO,10,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.0,11.1,Ammerländer,11,bavaria,Exclusiv,July
Fahrrad,4000,Yes,None,1.1,11.13,Hepster,12,bavaria,Premium,July
Fahrrad,4000,Yes,None,1.0,11.33,Hepster,13,bavaria,Superior,July
Fahrrad,4000,Yes,None,1.2,11.9,BerlinDirect,14,bavaria,Rundum,July
Fahrrad,4000,Yes,None,1.2,12.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,4000,Yes,None,1.0,13.88,Ammerländer,16,bavaria,Excellent,July
Fahrrad,4000,Yes,None,1.0,14.54,Ammerländer,17,bavaria,Excellent Plus,July
Fahrrad,4000,Yes,None,1.7,16.17,Bikmo,18,bavaria,Plus,July
Fahrrad,4000,Yes,None,1.0,18.56,AndSafe,19,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.6,19.35,Enra,20,bavaria,Rundumschutz,July
Fahrrad,4000,Yes,None,2.1,28.64,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.3,47.83,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,4000,Yes,None,1.2,52.43,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,Price-performance recommendation,1.3,6.54,Schutzgarant,1,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.5,7.5,Hepster,2,bavaria,Basic,July
Fahrrad,3500,Yes,None,1.1,7.78,Schutzgarant,3,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.3,8.33,GVO,4,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.5,8.93,BerlinDirect,5,bavaria,Classic Rundum,July
Fahrrad,3500,Yes,Performance recommendation,1.0,9.01,Janitos,6,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,3500,Yes,None,1.2,9.17,GVO,7,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.7,9.44,MVK,8,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.1,9.58,NV Versicherungen,9,bavaria,Premium 1.0,July
Fahrrad,3500,Yes,None,1.1,9.62,Hepster,10,bavaria,Premium,July
Fahrrad,3500,Yes,None,1.1,9.83,Bessergrün,11,bavaria,Premium 1.0,July
Fahrrad,3500,Yes,None,1.0,11.1,Ammerländer,12,bavaria,Exclusiv,July
Fahrrad,3500,Yes,None,1.0,11.23,Hepster,13,bavaria,Superior,July
Fahrrad,3500,Yes,None,1.2,11.9,BerlinDirect,14,bavaria,Rundum,July
Fahrrad,3500,Yes,None,1.2,12.4,BerlinDirect,15,bavaria,Premium,July
Fahrrad,3500,Yes,None,1.0,13.88,Ammerländer,16,bavaria,Excellent,July
Fahrrad,3500,Yes,None,1.0,14.54,Ammerländer,17,bavaria,Excellent Plus,July
Fahrrad,3500,Yes,None,1.7,14.71,Bikmo,18,bavaria,Plus,July
Fahrrad,3500,Yes,None,1.6,16.24,Enra,19,bavaria,Rundumschutz,July
Fahrrad,3500,Yes,None,1.0,17.67,AndSafe,20,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,2.1,26.31,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.3,45.53,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3500,Yes,None,1.2,49.91,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,Cheap,1.5,4.76,Hepster,1,bavaria,Basic,July
Fahrrad,3000,Yes,Price-performance recommendation,1.3,5.5,Schutzgarant,2,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.5,5.55,BerlinDirect,3,bavaria,Classic Rundum,July
Fahrrad,3000,Yes,None,1.3,5.83,GVO,4,bavaria,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.1,6.68,Schutzgarant,5,bavaria,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.1,7.13,Hepster,6,bavaria,Premium,July
Fahrrad,3000,Yes,Performance recommendation,1.0,7.33,Hepster,7,bavaria,Superior,July
Fahrrad,3000,Yes,None,1.2,7.4,BerlinDirect,8,bavaria,Rundum,July
Fahrrad,3000,Yes,None,1.2,7.83,GVO,9,bavaria,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.2,7.9,BerlinDirect,10,bavaria,Premium,July
Fahrrad,3000,Yes,None,1.0,8.01,Janitos,11,bavaria,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,3000,Yes,None,1.0,8.25,Ammerländer,12,bavaria,Exclusiv,July
Fahrrad,3000,Yes,None,1.7,8.3,MVK,13,bavaria,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.1,8.33,NV Versicherungen,14,bavaria,Premium 1.0,July
Fahrrad,3000,Yes,None,1.1,8.58,Bessergrün,15,bavaria,Premium 1.0,July
Fahrrad,3000,Yes,None,1.0,10.31,Ammerländer,16,bavaria,Excellent,July
Fahrrad,3000,Yes,None,1.7,10.73,Bikmo,17,bavaria,Plus,July
Fahrrad,3000,Yes,None,1.0,10.97,Ammerländer,18,bavaria,Excellent Plus,July
Fahrrad,3000,Yes,None,1.6,15.03,Enra,19,bavaria,Rundumschutz,July
Fahrrad,3000,Yes,None,1.0,16.71,AndSafe,20,bavaria,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,2.1,22.55,Verias,21,bavaria,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.3,43.24,Adam Riese,22,bavaria,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,3000,Yes,None,1.2,47.39,Adam Riese,23,bavaria,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,Cheap,1.5,4.76,Hepster,1,bavaria,Basic,July
Fahrrad,2500,Yes,Price-performance recommendation,1.3,5.22,Schutzgarant,2,bavaria,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
